Date,Baton,Gun,Hands,K9,OC,Taser,Sage,Misc,Nature of Case,Violation Charged #1,#2,#3,#4,#5,SNspect INjNred,Officer Injured,Proper Procedure,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/07,N,N,N,Y,N,N,N,N,N,415,273a(b),243(b),647(t),148(a)(l},Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/4/07,N,N,N,Y,N,N,N,N,N,21802,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/5/07,N,N,Y,N,N,N,N,N,602(t),602(t),148(a)(l),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/07,N,N,Y,N,N,Y,N,N,27315,l,1377(a),3056,148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/10/07,N,N,N,N,N,Y,N,N,5150,5150,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/07,N,N,N,Y,N,N,N,N,Y,415,148(aXl),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/13/07,N,N,N,N,N,N,N,N,11378,11378,,11366 182,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
9/13/07,N,N,N,N,N,N,N,N,21954(a),243(b),,21954(a),,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
9/14/07,N,N,N,N,N,N,N,N,Srch wrnt,11364,,,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
9/16/07,N,N,N,N,N,N,N,N,10851,496(a),,148(a)(l),,,N, N, , ,,,,,,,,,,,,,,,,,,,,,,,,
9/18/07,N,N,N,N,N,N,N,N,5150,5150,,,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
9/18/07,N,N,N,N,N,N,N,N,24400,14601(a),,,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
9/21/07,N,N,N,N,N,N,415,415,,242 148(a)(I),,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/07,N,N,N,N,N,N,N,N,TIC,148(a)(l),,,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
9/27/07,N,N,Y,N,N,N,N,N,:onsent contac,12021(a),l203l(a)(1)12025(b)(1)12025(a)(2:,,,,Y,N,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,
9/27/07,N,N,Y,N,N,N,N,N,23152(a),148(a)(l),,23152(a) 23152(b),,,N,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,
9/27/07,N,N,N,N,N,N,N,N,1085l(a),1085l(a),,2800.4 20002,14601.l,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/07,N,N,N,N,N,N,N,N,23152(a)(b),23152(a)(b),,11359,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/2/07,N,N,Y,N,N,N,N,N,415.1,12020(a),,415.1 647(f),,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/2/07,N,N,N,N,N,N,N,N,415(1),647(f),,415(1),,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/7/07,N,N,N,N,N,N,N,N,415(1),415(1),,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/10/07,N,N,N,N,N,N,N,N,415,Warrant,,,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/12/07,N,N,Y,N,N,Y,N,Y,Welfare chk,243(b),,148(a)(l),,,Y,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/13/07,N,N,N,N,N,Y,N,N,415,272,,148(a)(l),,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/13/07,N,N,Y,N,N,N,N,N,415,647(1),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/15/07,N,N,Y,N,N,N,N,N,Welfare chk,243(b),,,,,N,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,
10/18/07,N,N,Y,N,N,N,N,N,415,242,,148(a)(l),,,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/18/07,N,N,N,N,N,N,N,N,Traffic stop,148(a)(I),,,,,N,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,
10/19/07,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/25/07,N,N,N,N,N,Y,N,N,245,,211,182,245,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/25/07,N,N,N,N,N,Y,N,N,273_5(a),,273_5(a),237(a),273-6(a) 422,,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/27/07,N,N,N,N,N,Y,N,N,602(0),,602(0),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/28/07,N,N,N,N,N,Y,N,N,415.1,,415.1,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/3/07,N,N,N,N,N,Y,N,Y,594(b)(l),,594(b)(l),148(a)(I),647(h),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/6/07,N,N,Y,N,N,N,N,N,647(f),,647(f),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/8/07,N,N,Y,N,N,N,N,N,415.1,,415.1,148(a)(l),777,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/9/07,N,N,N,N,N,Y,N,N,415,,647(f),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/10/07,N,N,Y,N,N,Y,N,N,TIC,,148(a)(l),1085l(a) 23152(a)(b)l4601.l(a),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/16/07,N,N,Y,N,N,Y,N,Y,415.1,,415.l,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/17/07,N,N,Y,N,N,N,N,Y,415,,647(f),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/17/07,N,N,Y,N,N,N,N,Y,TIC,,12031(a),23152(a)(b),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
1/17/07,1/17/07,Y,N,Y,N,N,Y,N,N,10851,,10851,3056,,Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,
11/24/07,N,N,N,N,N,Y,N,N,911 hangup,,273.5,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
11/24/07,N,N,Y,N,N,N,N,Y,602(m),,602(m),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/1/07,N,N,Y,N,N,N,N,N,415,,12025(a)(l) 1203,l(a)(l),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
12/1/07,N,N,Y,N,N,N,N,N,Warrant,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/5/07,N,N,Y,N,N,N,N,N,415,,148(a)(l),l,1364(a),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
12/6/07,N,N,N,Y,N,N,N,N,10851,,2800.2,496,148(a)(l) 3056,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/7/07,Y,N,N,N,N,Y,N,N,22350,,l48(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/7/07,N,N,Y,N,N,N,N,Y,594,,594,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/19/07,N,N,Y,N,N,N,N,N,243.4(a),,422,243.4(a),242,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/20/07,N,N,Y,N,N,N,N,Y,273.5,,273.5,l48(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/20/07,N,N,N,N,N,Y,N,N,22350,,1085l(a),2800.2,12500(a),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/21/07,N,N,Y,N,N,N,N,N,Susp person,,l,1377(a),l,1379(a),Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,
12/22/07,Y,N,Y,N,N,Y,N,Y,211,,211,11364,3056,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/23/07,N,N,Y,N,N,N,N,N,415,,647(t),l48(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/24/07,N,N,Y,N,N,N,N,N,602.l(a),,602. l(a),11364,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/29/07,N,N,Y,N,N,N,N,Y,647(t),,647(t),l48(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/31/07,N,N,Y,N,N,N,N,N,Susp person,,1203l(a),182(a)(l),148(a)(l),1203.2,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/1/08,N,N,Y,N,N,Y,N,N,,OC Taser Sage Misc N,Y,N,N,Nature I 1350(a) of Case,Y,N,Y,,,#2 148(a)(l),,,#3,l,1364(a),,#4 #5,,Suspect Injured Y,Officer Injured,,,,,Proper Procedure Y, ,,,,,,
1/1/08,Y,N,N,N,Y,N,N,N,N,Y,664/187,,,664/187,Y,N,Y,,,12031,,148(a)(l),,496,Y,,N,,Y, ,,,,,,,,,,,,
1/3/08,N,N,N,N,Y,N,N,N,N,N,N,23152(a)(b),,,Y,N,Y,,148(a)(l),,,,,,,Y,,,,,Y, ,,,,,,,,,,
1/3/08,N,N,N,N,Y,N,N,N,N,N,N,Parking cite,,,N,N,Y,,496(a),,,1203.2(a),,,,N,,N,,Y, ,,,,,,,,,,,
1/10/08,N,N,N,N,Y,N,N,N,Y,N,,,415,,Y,N,Y,,148(a)(I),,,647(t),,,,Y,,,,,Y, ,,,,,,,,,,
1/13/08,N,N,N,N,Y,N,N,N,N,N,N,23152(a)(b),,,N,N,Y,148(a)(l),,,,,,,,N,,N,,Y, ,,,,,,,,,,,
1/17/08,N,N,Y,N,Y,N,N,N,N,N,N,647(t),,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/08,N,N,N,N,Y,N,N,N,N,N,N,415,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/08,N,N,N,N,N,N,N,N,Y,N,N,415,,,N,N,Y,,,,,,,,Y,,N,,Y, ,,,,,,,,,,,,
1/18/08,N,N,N,N,Y,Y,N,N,N,N,N,Y,2800.2,,Y,N,,,,,,,,,,N,,N,,Y, ,,,,,,,,,,,
1/19/08,N,N,Y,N,Y,N,N,N,,,Y,273.S(a),,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/08,N,N,Y,Y,N,N,N,N,Y,N,N,Susp person,,,N,N,,,,,,,,,,,,,N,,Y, ,,,,,,,,,,
1/22/08,N,N,N,N,N,Y,N,N,,,N,,N,Susp person,Y,N,,148(aXl),,,,,,,,,,Y,,,,,Y, ,,,,,,,,
1/22/08,N,N,Y,N,N,N,N,N,,,Y,,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/08,N,N,Y,N,Y,N,N,N,N,N,N,22350,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/08,N,N,N,N,N,Y,N,N,Y,N,N,415,,,Y,N,Y,,,,148(a)(l),,,,Y,,N,,Y, ,,,,,,,,,,,,
1/26/08,N,N,N,N,Y,N,N,N,Y,N,N,415,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,Y,N,N,Y,N,N,N,N,,Y,Prob,srch,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/08,N,N,Y,N,N,N,N,Y,N,,Y,273.5,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/08,N,N,Y,N,N,N,N,N,647(f),647(f),,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/7/08,N,N,N,N,N,Y,N,N,626.8,626.8,,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/9/08,N,N,Y,N,N,Y,N,N,5150,5150,,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/12/08,N,N,Y,N,N,N,N,Y,415.5,243(b),,415.5,,,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/12/08,N,N,Y,N,N,Y,N,N,12.16(b),148(a)(l),,12.16(b),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/14/08,N,N,Y,N,N,N,N,N,21954(a),11364,,148(a)(l),1203.2,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/15/08,N,N,N,N,N,Y,N, Arrest warrant 148(a)(l),,,3056,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/16/08,N,N,Y,N,N,N,N,N,22350,23152(a)(b),,11350(a),11352(a),14601.l(a),N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/16/08,N,N,Y,N,N,Y,N,N,245(a)(2),459,,245(a)(2),148(a)(l),182(a)(l),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/08,N,N,Y,N,N,Y,N,N,459,496(a),,10851(a),459,148.9,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/08,Y,N,N,Y,N,Y,N,N,415,3056,,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/20/08,N,N,Y,N,N,N,N, Arrest warrant,148(a)(l),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/20/08,N,N,Y,N,N,Y,N,N,5150,243(b),,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/20/08,N,N,Y,N,N,N,N,N,Srch warrant,11378,,l,1350(a),11366,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/08,N,N,Y,N,N,N,N,N,Susp person,148(a)(l),,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/23/08,N,N,Y,N,N,N,N,N,647(f),647(f),,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/23/08,N,N,Y,N,N,Y,N,N,22350,12500(a),,2800.l(a),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/25/08,N,N,Y,N,N,N,N,N,273.5,273.5,,236,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/26/08,N,N,N,N,N,Y,N,N,273.5(a),273.5(a),,245(a)(l),148(a)(l),591.5,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/28/08,N,N,N,N,N,Y,N,N,211,211,,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/29/08,N,N,Y,N,N,N,N,N,415,148(a)(l),,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/29/08,N,N,N,N,N,Y,N,N,488,488,,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/29/08,N,N,Y,N,N,Y,N,N,415,,11364,135,148(a)(l),3056,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/5/08,N,N,N,N,N,Y,N,N,459,,459,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/5/08,N,N,Y,N,N,N,N,N,TIC,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/5/08,N,N,N,N,N,Y,N,N,Vehicle tow,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/7/08,N,N,Y,N,N,Y,N,N,415,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/8/08,N,N,Y,N,N,N,N,N,Warrant,,11350,135,3056,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/8/08,N,N,Y,N,N,N,N,Y,647(f),,148(a)(l),647(f),1203.2,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/9/08,N,N,Y,N,N,N,N,N,236,,236,26l(a)(2),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/10/08,N,N,Y,N,N,N,N,Y,415.2,,243(b),415.2,647(f),25662,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/11/08,N,N,Y,N,N,N,N,N,243.6,,243.6,422,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/11/08,N,N,Y,N,N,N,N,N,243.2,,243.2,626.8,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/11/08,N,N,Y,N,N,N,N,Y,l,1377(a),,11377(a),1203.2,594(b)(l),N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
3/18/08,Y,N,Y,N,N,N,N,N,22350,,11359,11360,148(a)(l),14601.1,Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,
3/20/08,N,N,Y,N,N,Y,N,Y,12B.ll,647(f),148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/21/08,N,N,Y,N,N,N,N,Y,415,,240,242,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/23/08,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/23/08,N,N,N,N,N,Y,N,N,23103(a),,23103(a),23152(a),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/23/08,N,N,Y,N,N,N,N,N,236,,207(a),236,22140(a),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/25/08,N,N,N,Y,N,N,N,N,459,,459,182(a)(l),1203.2(a),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
3/25/08,N,N,N,Y,N,N,N, Arrest warrant,,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/28/08,N,N,Y,N, N,N,N,5200,,14601.l(a),148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/28/08,N,N,Y,N,N,N,Y,Susp person,,647(f),148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/28/08,N,N,Y,N,N,N,N,N,374(a),374(a) 647(f),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/29/08,N,N,Y,N,N,Y,N,N,24400,23152(a)(b) 148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/29/08,N,N,N,N,N,Y,N,N,22350,148(a)(l) 647(f),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/29/08,N,N,N,N,N,Y,N,N,Susp person,,12025(aX1) 12031,,496,148(a)(l),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/1/08,N,N,Y,N,N,N,N,N,243.2,243.2 243(b),,148(a)(l),,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/2/08,N,N,Y,N,N,N,N,N,374.4,466 11364(a),,135,148(a)(l),374.4,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/5/08,N,N,Y,N,N,N,N,N,602.l(a),602.l(a) 148(aXl),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/8/08,N,N,N,N,N,Y,N,N,Warrant,496(a) 3056,,12031(a),11364,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/9/08,N,N,Y,N,N,Y,N,N,Susp person,,3056,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/12/08,N,N,Y,N,N,Y,N,N,12.17(b),148(aX1) 12.17(b),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/14/08,N,N,N,N,N,Y,N,N,2800.2,2800.2 10851(a),,215,12025,12031,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/16/08,N,N,N,N,N,Y,N,Y,415(1),647(f) 415(1),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/17/08,N,N,Y,N,N,N,N,Y,647(f),647(f) 12.17(a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/17/08,N,N,Y,N,N,N,N,Y,496(a),1203l(a)(l) 148(a)(l),,496(a),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/18/08,N,N,Y,N,N,N,N,Y,5150,5150,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/20/08,N,N,Y,N,N,N,N,Y,245,148(a)(l) 594(a)(2),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/24/08,N,N,Y,N,N,N,N,N,166.4,166.4 148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/24/08,N,N,Y,N,N,Y,N,N,24252,148(a)(l) 23152(a)(b),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/29/08,N,N,N,N,N,Y,N,N,22350,11350 11352,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/30/08,N,N,Y,N,N,N,N,Y,3056,148(a)(l) 3056,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/2/08,N,N,Y,N,N,N,N,N,12.1.3,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/2/08,N,N,Y,N,N,Y,N,Y,24252,148(a)(l) 243(b),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/2/08,N,N,Y,N,N,N,N,Y,243(e)(l),,243(e)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/2/08,N,N,Y,N,N,N,N,N,2120l(d),,148(a)(l),3056,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/7/08,N,N,Y,N,N,N,N,N,25608(a),,25608(a),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/7/08,N,N,Y,N,N,Y,N,Y,Srch warrant,,148(a)(I),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/10/08,N,N,Y,N,N,N,N,N,27315(d),,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/10/08,N,N,Y,N,N,N,N,Y,TIC,,647(f),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/13/08,N,Y,N,N,N,N,N, dangerous dog,,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/13/08,N,N,Y,N,N,N,N,N,415,,243.6,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/13/08,N,N,N,N,N,Y,N,N,415,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/13/08,N,N,Y,N,N,N,N,N,12.16(b),,12.16(b),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/16/08,N,N,Y,N,N,N,N,Y,242,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/24/08,N,N,Y,N,N,N,N,N,4000(a),,4000(a),148(a)(l),12500(a),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/24/08,N,N,Y,N,N,N,N,Y,273.5(a),,273.5(a),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/29/08,N,N,Y,N,N,N,N,N,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/29/08,N,N,Y,N,N,N,N,Y,Srch warrant,,l,1377(a),11364,135,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/2/08,N,N,N,N,N,Y,N,N,415,,5150,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/3/08,N,N,Y,N,N,Y,N, :::ustodyd ispute,,415.1,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/5/08,N,N,Y,N, N,Y,459,N,148(a)(l),777,,,, Y,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/08,N,N,N,N,N,Y,N,N,242,,242,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/6/08,N,N,Y,N,N,N,N, Probation srch,,1203.2,148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/7/08,N,N,Y,N,N,N,N,Y,Susp vehicle,,148(a)(l),,,, N,Y, , ,,,,,,,,,,,,,,,,,,,,,,,,
6/11/08,N,N,N,N,N,Y,N,N,5150,,5150,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/11/08,N,N,N,Y,N,N,Y,N,Y,242,241 647(f),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/12/08,N,N,Y,N,Y,N,N,Y,647(f),647(f),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/08,N,N,Y,N,N,N,N,N,415,647(f) 148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/08,N,N,Y,N,N,N,N,N,Warrant,l,l357(b),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/19/08,N,N,Y,N,N,N,N,N,Warrant,148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/08,N,N,N,N,N,Y,N,N,Warrant,Warrant,,,,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/08,N,N,N,N,N,Y,N,Y,415.l,415.l,148(a)(l),,,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/21/08,N,N,N,N,N,Y,N,N,647(f),148(a)(l) 647(f),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/08,N,N,Y,N,N,N,N,Y,415,594(a)(2) 12.l.3(a),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/08,N,N,Y,N,N,Y,N,Y,273.6(a),273.6(a),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/08,N,N,Y,N,N,Y,N,N,243(e)(l),243(e)(l) 148(a)(l),,1203.2,,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/08,N,N,Y,N,N,Y,N,Y,5150,148(a)(l),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/08,N,N,Y,N,N,N,N,Y,594(b)(2),647(f) 594(bX2),,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/08,N,N,N,N,N,Y,N,N,2120l(d),11350 3056,,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/08,N,N,Y,N,N,N,N,Y,24400,23152(a)(b) 148(a)(l),,14601.1,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/08,N,N,Y,N,N,N,N,N,23103(b),23152(a)(b) 23103(b),,21453(a),,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/08,N,N,N,N,N,Y,N,N,273.5(a),273.5(a),,,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
